,External_ID,contents
1605,rec_17_audio_9.wav,<>
1633,rec_18_audio_0.wav,<>
1631,rec_18_audio_1.wav,<>
1630,rec_18_audio_2.wav,<>
1628,rec_18_audio_3.wav,<>
754,rec_18_big_audio_0_chunk_0.wav,<>
753,rec_18_big_audio_0_chunk_1.wav,<>
740,rec_18_big_audio_1.wav_chunk_0.wav,<>
728,rec_18_big_audio_1.wav_chunk_1.wav,<>
726,rec_18_big_audio_2.wav_chunk_0.wav,<>
731,rec_18_big_audio_2.wav_chunk_1.wav,<>
739,rec_18_big_audio_2.wav_chunk_2.wav,<>
751,rec_18_big_audio_3.wav_chunk_0.wav,<>
749,rec_18_big_audio_3.wav_chunk_1.wav,<>
732,rec_18_big_audio_3.wav_chunk_2.wav,<>
725,rec_18_big_audio_4.wav_chunk_0.wav,<>
722,rec_18_big_audio_4.wav_chunk_1.wav,<>
738,rec_18_big_audio_4.wav_chunk_2.wav,<>
737,rec_18_big_audio_5.wav_chunk_0.wav,<>
745,rec_18_big_audio_5.wav_chunk_1.wav,<>
720,rec_18_big_audio_5.wav_chunk_2.wav,<>
736,rec_18_big_audio_5.wav_chunk_3.wav,<>
743,rec_18_big_audio_6.wav_chunk_0.wav,<>
718,rec_18_big_audio_6.wav_chunk_1.wav,<>
724,rec_18_big_audio_6.wav_chunk_2.wav,<>
733,rec_18_big_audio_7.wav_chunk_0.wav,<>
734,rec_18_big_audio_7.wav_chunk_1.wav,<>
727,rec_18_big_audio_7.wav_chunk_2.wav,<>
741,rec_18_big_audio_7.wav_chunk_3.wav,<>
1629,rec_18_small_audio_0.wav,<>
1632,rec_18_small_audio_1.wav,<>
1653,rec_19_audio_0.wav,<>
1643,rec_19_audio_1.wav,<>
1651,rec_19_audio_10.wav,<>
1742,rec_19_audio_100.wav,<>
1764,rec_19_audio_101.wav,<>
1723,rec_19_audio_102.wav,<>
1686,rec_19_audio_103.wav,<>
1664,rec_19_audio_104.wav,<>
1724,rec_19_audio_105.wav,<>
1728,rec_19_audio_106.wav,<>
1738,rec_19_audio_107.wav,<>
1752,rec_19_audio_108.wav,<>
1770,rec_19_audio_109.wav,<>
1649,rec_19_audio_11.wav,<>
1708,rec_19_audio_110.wav,<>
1683,rec_19_audio_111.wav,<>
1733,rec_19_audio_112.wav,<>
1763,rec_19_audio_113.wav,<>
1663,rec_19_audio_114.wav,<>
1689,rec_19_audio_115.wav,<>
1755,rec_19_audio_116.wav,<>
1703,rec_19_audio_117.wav,<>
1694,rec_19_audio_118.wav,<>
1661,rec_19_audio_119.wav,<>
1644,rec_19_audio_12.wav,<>
1766,rec_19_audio_120.wav,<>
1669,rec_19_audio_121.wav,<>
1735,rec_19_audio_122.wav,<>
1696,rec_19_audio_123.wav,<>
1745,rec_19_audio_124.wav,<>
1717,rec_19_audio_125.wav,<>
1681,rec_19_audio_126.wav,<>
1668,rec_19_audio_127.wav,<>
1726,rec_19_audio_128.wav,<>
1710,rec_19_audio_129.wav,<>
1638,rec_19_audio_13.wav,<>
1718,rec_19_audio_130.wav,<>
1749,rec_19_audio_131.wav,<>
1747,rec_19_audio_132.wav,<>
1756,rec_19_audio_133.wav,<>
1711,rec_19_audio_134.wav,<>
1761,rec_19_audio_135.wav,<>
1695,rec_19_audio_136.wav,<>
1687,rec_19_audio_137.wav,<>
1646,rec_19_audio_14.wav,<>
1640,rec_19_audio_15.wav,<>
1639,rec_19_audio_16.wav,<>
1642,rec_19_audio_17.wav,<>
1634,rec_19_audio_18.wav,<>
1641,rec_19_audio_19.wav,<>
1637,rec_19_audio_2.wav,<>
1750,rec_19_audio_20.wav,<>
1677,rec_19_audio_21.wav,<>
1729,rec_19_audio_22.wav,<>
1719,rec_19_audio_23.wav,<>
1734,rec_19_audio_24.wav,<>
1670,rec_19_audio_25.wav,<>
1744,rec_19_audio_26.wav,<>
1675,rec_19_audio_27.wav,<>
1725,rec_19_audio_28.wav,<>
1769,rec_19_audio_29.wav,<>
1635,rec_19_audio_3.wav,<>
1671,rec_19_audio_30.wav,<>
1697,rec_19_audio_31.wav,<>
1674,rec_19_audio_32.wav,<>
1657,rec_19_audio_33.wav,<>
1656,rec_19_audio_34.wav,<>
1743,rec_19_audio_35.wav,<>
1698,rec_19_audio_36.wav,<>
1731,rec_19_audio_37.wav,<>
1714,rec_19_audio_38.wav,<>
1682,rec_19_audio_39.wav,<>
1650,rec_19_audio_4.wav,<>
1678,rec_19_audio_40.wav,<>
1720,rec_19_audio_41.wav,<>
1665,rec_19_audio_42.wav,<>
1746,rec_19_audio_43.wav,<>
1672,rec_19_audio_44.wav,<>
1679,rec_19_audio_45.wav,<>
1753,rec_19_audio_46.wav,<>
1741,rec_19_audio_47.wav,<>
1688,rec_19_audio_48.wav,<>
1758,rec_19_audio_49.wav,<>
1652,rec_19_audio_5.wav,<>
1662,rec_19_audio_50.wav,<>
1722,rec_19_audio_51.wav,<>
1709,rec_19_audio_52.wav,<>
1739,rec_19_audio_53.wav,<>
1659,rec_19_audio_54.wav,<>
1655,rec_19_audio_55.wav,<>
1771,rec_19_audio_56.wav,<>
1680,rec_19_audio_57.wav,<>
1736,rec_19_audio_58.wav,<>
1768,rec_19_audio_59.wav,<>
1647,rec_19_audio_6.wav,<>
1700,rec_19_audio_60.wav,<>
1712,rec_19_audio_61.wav,<>
1660,rec_19_audio_62.wav,<>
1702,rec_19_audio_63.wav,<>
1716,rec_19_audio_64.wav,<>
1760,rec_19_audio_65.wav,<>
1767,rec_19_audio_66.wav,<>
1727,rec_19_audio_67.wav,<>
1713,rec_19_audio_68.wav,<>
1705,rec_19_audio_69.wav,<>
1645,rec_19_audio_7.wav,<>
1707,rec_19_audio_70.wav,<>
1740,rec_19_audio_71.wav,<>
1676,rec_19_audio_72.wav,<>
1765,rec_19_audio_73.wav,<>
1667,rec_19_audio_74.wav,<>
1699,rec_19_audio_75.wav,<>
1691,rec_19_audio_76.wav,<>
1748,rec_19_audio_77.wav,<>
1715,rec_19_audio_78.wav,<>
1685,rec_19_audio_79.wav,<>
1648,rec_19_audio_8.wav,<>
1737,rec_19_audio_80.wav,<>
1732,rec_19_audio_81.wav,<>
1721,rec_19_audio_82.wav,<>
1706,rec_19_audio_83.wav,<>
1692,rec_19_audio_84.wav,<>
1730,rec_19_audio_85.wav,<>
1654,rec_19_audio_86.wav,<>
1690,rec_19_audio_87.wav,<>
1751,rec_19_audio_88.wav,<>
1759,rec_19_audio_89.wav,<>
1636,rec_19_audio_9.wav,<>
1704,rec_19_audio_90.wav,<>
1762,rec_19_audio_91.wav,<>
1658,rec_19_audio_92.wav,<>
1754,rec_19_audio_93.wav,<>
1684,rec_19_audio_94.wav,<>
1701,rec_19_audio_95.wav,<>
1757,rec_19_audio_96.wav,<>
1673,rec_19_audio_97.wav,<>
1666,rec_19_audio_98.wav,<>
1693,rec_19_audio_99.wav,<>
3,rec_20_audio_0.wav,আরাএ আরা আকুরাণশরী ষৈতসত্যু বইতাফরেরতে নানফুনগইজ্জেননফন গরি হত্যে দরথা বায়বুহালিয়ে তাফরাম মাআমমরে হয়নিদে যে বাদুরা দী বালেত দাদিজে দিয়ে ইতা ফরে।
42,rec_20_audio_1.wav,দাদুরা দিডি তারপরেদাদেরা দির্যিতাবল হত্যে অভিয়েন হালিয়ে যাযইযুআমোহাল সজরহালিয়ে জাইযুত ালিয়ে যালীয়ত আমুআম্ম হুফবর ফু গলেফালিয়ে ফুনগোলোয়না হত্যে।
28,rec_20_audio_10.wav,ফাংর একসভাহা একদিন্ন হায়লীভের শান্তিন়াএতাপরে  হায়না েইগুইতাফরে করেয়নে ফানহাইতে হাইটেহেইটেহটে উটি উড়িয়নেইতারা হড়িয়ানা নাম মেবাষাবিঐ ঐটি ভাষাত জায়নে।
23,rec_20_audio_11.wav,সায়েডডিয়াদ্াদুর হতক্কণহা ফানিব্যভাতায়া ফানিবায়ন ঐতহসর রলেনু মঐততিটির ফযদ আদুফাসদে আস্পয়েগডি ফিস্কালিন খালেধিফাননেসিস্কীছালায়েন দাদু ফজাললএর।
1773,rec_20_audio_12.wav,<>
33,rec_20_audio_13.wav,তাফর ফজয় জরনা স্টেহাযানার এ দকিরাদু গিয়গু জায়ে ইয়বু শেষহযেহ তুই হাইল্লে ঘরম ফান্কেলে হালদেটুয়ের এখা ফান ফেল সনাতু ইউন।
40,rec_20_audio_14.wav,ত তারফরে হাই এরটাকরভাদ কাথায় গিয়েওইজায়ন এ চ্েলেয়া দা আদুল নামে ফ্যাসলামে হত দের পাশ বৈনিবেজে গায়িল্যের বাজিশ ভলমেদে গটান ফাউন চালা দি ্যানাজে গাইিদে বাজে।
30,rec_20_audio_15.wav,আবাজী নজাইযুমম্যারেতা আবারা আজিয়াসিনৈরকেঙ্গুরুআয় ওগয সাটটলে ে হাটটলানিয়না তাফরের আরাববুহাই আবফ্যারাযেও ফান্তি তাশরা হত।
4,rec_20_audio_16.wav,হালিয়ে দঠা ব্যাবুদের আলোকের দূরে দালায় ববয়েল এ জালের ঠাইর েখদুইদিন থেককে হালিয়ের শিদে আজ এজদিযা তাইবু হালিয়ে যায়রু জাযবগুই।
41,rec_20_audio_17.wav,ঈজেরা আগেত দিনায় মে়েটি দিন্নাবারির দি সাল্লারথ গেই দিয়ে আগের ডিন ত ফালা আলা হয়িদে এহতক্ষণ ফরায়স্ত হয়ে যয় আসজিড কুরে আনোয়ায়নোাযনেতাফর ফল ফসর তুজ্ঞফোা হইদে ।
44,rec_20_audio_18.wav,ফহাঁদটি ফাটাইযআইবাল্লা় তানেজ গেই রেনা মেয়েতি দিয়ে নার শি়াইয়ানেবই বৈটি বয়েনে হতকন বয়েনেল  মেযেটিগীনওয়ওয়েনে ডুইইশালায় দুই ফেলে নেন থ রা বুটারা ইডেন নামাস্টেমা সলিএশি।
17,rec_20_audio_19.wav,আয়ানেনতাফরে ফতমা সুডাইব বৈশ্মিসুরাব্যু়াইয়েনের হতআছোড়াব্ুতারেরের মসজিদলা লাল্ডির ফার বৈটবইয়েন ছগুটিল্লিদে এগিনদেহা তা ধুরে।
27,rec_20_audio_2.wav,আমিন হপতে হাবেবহত্যে ফজরততময়ারা এ হত্যে সহজরক্য আর্মাইয়ের ফরিককে একালে রাতী গড়লাটি এউ আশ্টালাতউ যুক্ত তার ফুটে ফলজএগবাত্তা থানে ভুমগেয় ঘুমেত্যু নৌডি।
29,rec_20_audio_20.wav,তার সূরাবুর সারাঙ্গ দ্রিটাফর বাপ্পা এসে পাপ্পাসুডাবুল্ল কোলাকরলীগের যি মহিমবাজে অধীকন বকষিসফায়ীই নিচা জাইয়ানে উগ্গফওয়ার গগত বন্দুাসদে এই ভেত্রাল্ল ওায় ওডাগ জায়ান হারা হালা সাঞ্জে হরেই গেইেটে আইজির।
2,rec_20_audio_21.wav,দুই বাদ দল কুষ্টুনায় মিসাইত্টালাবারের ইটেল্লাইফহহতবযা কুষ্টিলটাওর খুম জিল্ানেটা হর টানেলে স্বীতি হাইজার হানবারামের জেশটুররাভ্য মাডিয়ন্তা ফড়েগর্ড তাফরে আয়ণৃদ্দিই ছূরা বচালন বচর ফ্ােজতান্যচজাবু ছালাম ুত্তগুম এরটি গড়ির ছোটাববার্মা জিলেননো।
19,rec_20_audio_22.wav,তা ফোরা আরে সূরডাভে বক্সিটোজ কিচুনোহদের হাল্যেগুত্তলয়ী ইর্তাফরে আর লেএটাফরে বা পহতেখন বইরেনে অ্যাসেজে এর অ্যাশেজাজ সেশি ্াযয়নে বৈচচি ইতে মেইযয়়েরলেনেয়সিতারনে তার আববুইজএ মিতন মেয়েরে বক্সির দিনেএতে।
21,rec_20_audio_23.wav,তারা গেয়েগুই ইয়নেনআয়লে এডিয়েই গেল যা ড বইচ্তেিতে বেলে তবে এডয়না হালুকের টেরাৎ গেরিত সুডাব কয়টাযরটিক গড়িক ডু কিু ক্যানব এড  গারি্র ডু কেনে গেয়ে গেনে।
12,rec_20_audio_24.wav,হালওয়েড টেড়া গিয়ে জাইয়ানে সাইদদ্ি এরাযায়ন বূ উকিটে রিব ইতেররেডা ওগগিয়া আছদা ডেবালদুলি দি দী বেদ্দিলে বেলে যান্যচঅননজারবাহজি হতভাষ্টগলির নামে়নে একটি বাজে।
6,rec_20_audio_25.wav,ন্র তার সরের বৈশ্মিবরণণতারের উগগ টগু টেবিলনায় বিজানমিটেহান হাবেই আররএর ভিজানামৈদ্ীবনে নাস্তা স্থাবাই ইয়েহাবাহিনে বৈীহে কেলিই কেলিয়ন্নেতাবার নাস্ভহাইটকৈশ্ি হয়ানে।
1772,rec_20_audio_26.wav,<>
13,rec_20_audio_27.wav,ওরা বকশিষ ্টশীদ দ্বীবিনী দিফালা আয়জা ইঙ্গুইতোহাহেচাধীরভাবেলা রা ফাসটিয়া হাশডিয়ে ফাইুন হিয়ার বদলে ্যগনজিষ্ঠীয়া আর বাইফনৈন্রিষ্টিংএললেগুর ফ্যাকদিকিহোষ্ট লানআ
31,rec_20_audio_28.wav,তুনএলেমা় জনা ওয়ান মাইবুর এর ইতেহগর্গ্রকর্মে তার পরে তন্ডেশ্টি আজিয়ানায় জে জি করে আয়স্থান নউইদের দিনে আরাজতান হযমেতখ বোয়ানা গেইভনগিনে তাফরে
24,rec_20_audio_29.wav,ঐশ্সন্দ্বনজ যগনার মামির বাসাদগেই ম্যাজাবুর ভাষাদগেয়াডে জায়ানা চাইিত্যি এটারা গজী ছইতালাবা আজি়াআলফাটা ট্যাঙট্াং হডার বাজুকিহৈয়ুমফয়াসি ইজিতাফুরাষ্ট্ে স্তুই
8,rec_20_audio_3.wav,তপের চামানা স্তাহয়নিশ কুলেশগিজ কুরুপ্টিনায়ে নেকিনি স্কুলটারনীর বা থেভাদ ায়নের কোষ্ন দে় কুরজেন চেনায়নার েির দিয়া ফু হালোওয়েডটি বেশি আয়নে নাস্হাতআরনাআস্তাহাই মুখাদ দুইতা ফরে আরন এ হসুফ ইন্ড ইন্ডিয়ানে বয় য়েই।
18,rec_20_audio_30.wav,টিইডিয়নে এরা সাঈদ্দিটার বা থা ডুইটাওয়াজেটিড লাএ পজরইয়া দুজ্যান ডিটাবা জেকেল্যায়নে ওতোকম বৈশ্মি বযরেনা সাইড্দি ফুটিং ডিয়ে ফুটিং হায় ফুটিং হায়ানা এটার ইয়েতার আরমাহমির।
47,rec_20_audio_31.wav,এ বৈনের শি বয়েনয়নেনণী ত্বারা উন্ডি বইরনে বলিচিউ ভান্তরান্ তাহাই তারা বশিটেসে দিয়ানা গেগুপ্লিয়েনা আরা ফরে এগেই তারা ফর্নে লোদের শ্বীয়েতের ল্যাান নজায়তব্যারণোওয়েরত তাফরে।
35,rec_20_audio_32.wav,ম্যাজাবু বংশেষদযে আরা ফণ্ডেসটি এবিল ফন্দিসচীয়ম তৈগে ফাউন্দের ্টেমনের স্টেডিয়েতাফরে এরজন জায়ানার পৈরযআজ্যেরএ স্িভে তলি হালামীের বাজার শালায়নে বাইযেটটেগ গে পাই্জেতটেগ জেনএ।
46,rec_20_audio_33.wav,এটা রামবাঁজি এগং ধজাবারির ন্যকুলের সাফরে আরা গিয়েগুইটাফোরেয় হত্যে ফিছুইতীন হধ্যেওভাবই হবধ্যাআ়শুনা াপদাজযজকুলি্দজকলিয়না আরযবষ্চি দিয়ে বইয়েন্ গারন নাসরাস্থা দিয়ে নআসে দিয়েনা।
22,rec_20_audio_34.wav,ফরবৈশী বয়েনেতার ফলে বখিজি আদারকআরভ আংারে ফাশ্বটিয়া আরেটিই ছটয়ে ডাততে মহিনীনে দিশটয়াএডা একখানা বালা ফাইবুকশীষ বাজী।
36,rec_20_audio_35.wav,্যাডা জায়ালে ফবফত্তি বার বকরিষ ভালা হা় একালেয়ার েপ জাতীম হান হযযায়লে টাফরের জা এ াতজন জােযনে হত বাদুর ভাইর আত্ভাদু ভাই আসিদিত ইতারে এ গ্লেয়না সাইডদিম এতারাবএতাড়া বৈশ্বি ওটকোুন বৈন্য চানাদস্থাথী সাহাসতাহনে।
11,rec_20_audio_36.wav,তেপত াতের বের এগেই টারকরল আনে গম্ন লাবাজেতাজযি গরমবাজী হরোডেরবজররূপএরদার বাসায়াণ ড্যা যে গরমগরণ টা নজাসতয়র বকসিদিআার আরে।
7,rec_20_audio_37.wav,আরেক সটিয়া মহিনেদের সোটনিয়ে একানে বালাফাই হালো একটি বর্তুনবালাফাযত গেইগুইভই জায়ানে ব্যাসেতের শিবাহত্যনায়ানের আমমল তাপালো হয়ে জোৌয়ারা হত্যে ন আর বরবাদ নজকাববযরাবাডায়।
9,rec_20_audio_38.wav,ালিমনের ডিয়আনযন্ডি অননর হইদননো তার ফরে জে সিন্তা করে বাপা হালিয়েহালিয়ে গে় বরাহ নানবাড়িক নানযারের ডেরনে সাইদদি এটারা আরেন ্এফুলর টকোণ বৈশ্ষি বয়েনেনহাস্ত্যবাস্তাহায়ানেতা ফরে।
16,rec_20_audio_39.wav,আরাদু সটিয়ে দিয়ে মহিন্নের দূশরটি আদিবী নানুবাড়িতদিয়ানে গেইউইভিয়ের না মা বাসাদগেই বর্মনূর বাসারবাসাদ জায়ানা তাফরাই তিম মাসে বাদ যে ছয়ককানী ঘরেঘোষ্ষাগুশ্ষীর হাট গেড়ে।
32,rec_20_audio_4.wav,অ্যান্ডেন নীভইগায় ফহ্ছি এতা লেডিয় র তার ুবরূ আর ফু এ সিন্নুগরী শারি টারি ফহরীই বুহারগোরভা ফরি বই এ হটেকল মৈশ্বিটাগর দাদুতর ছোড আবুফঙ্গইর জেট ছোরাববুর্দেয়ান কুট বিলুন্ডবধ হাস।
38,rec_20_audio_40.wav,তাহতাফরেই তিমএ মাইয়ে এটা মায়ারেভ সুকিন লিজ বা্যা তার ফরেডিিডিয়েনে রাস্তাস্তাহায়নাসাস্া়নে বকশিজদিনী হত্তি বাঙানানা মামাদ্যাদে ফন্দুষটি মন্দিষ্টিয়ামতারে কন্দিষ্কিয়া দিয়ে মহেন্ডফন্দিষ্টেয়ালি।
26,rec_20_audio_41.wav,ডিয়েনে বযোস গিয়েরুইজ্যাঙগেনাভাশা শৈশ্টি দের দিয়ে দাদুর বাইয়া শিটিপিতা দাজুর বায়ের ম্যাংিয়ের শ্বিিতরা খেলেরদুলে এটা ফলে আয়কেরনি।
34,rec_20_audio_42.wav,তার বাদহাটে বৈষীবাদ তাথ থাইমীতিম মাইয়াবা আজবাথ্যার জন হয়ে ততঃ সরদর বর্ডের গুঁজ়েনে রি়েগুতব গেজুবলন্যআর এর আর গুটে লাসেদেপুরম বাড়ির জিবিটে লিয়ারা তয়েড়টরে।
20,rec_20_audio_43.wav,গাছেদেই বে বিয়ে গডি বুদেত দা দলদিহি ডদি মায়েসশিভাইনেত দিয়ে দত ডিয়েনেন স্যানাচ দিয়ে চানাসতা হায়নতারে গেরুইজাকি জায়জনরতাফরা আমদাদুহত্যে।
25,rec_20_audio_44.wav,ডাদুপ আসুরাবুর হলে জাবিনিয়রা আচমে জাইযর্যাবিনী টি়া সাহাজের দিয়এটে গাই জাইয়ুপতারার জায়বারজয়ব জয়বারি়াদিত আই ্যতজাইবেল্লাই এগের যেটাফরে আমমুহ়্ীদে।
10,rec_20_audio_45.wav,এ মেটিদিউ এখানতমেটি দিয়ে সীমিটি দিয়ে নেয়নে অতকোন বৈশ্ষম বইয়রের স্খুয়ই ফুয়ানতা ফুলেনএ স্টুলেষ্টার গীজ জিয়ায় শারগৌরি তাফরআমুমপে এর জি জফরে বুল ফ্লাবগের যিীতে ভুর ফ্লাগোর্জিটা ফরে নরা।
15,rec_20_audio_46.wav,এ হসছুর সিন্ডিস ইন্ডিয়েনে গেই এরজ্যায়নের সাইডডিন এতাড়া ব্যাএক জিনশএতাড়ায আয়িশ্টেন্টুটি উডিয়নে গাগরে মহৎফোয়ক্কলেশটিয়া দুডি মাইফোর হযারফোরীন আসের।
37,rec_20_audio_47.wav,তল কি হয়েইও ভাজুতদেযার উইষ্টের্য রা এক ঝাড়াইঠেক কিতা হয়ে দবারান কেটটেকারের বিএন লফক বিয়ারলফাসনমধ্দির এগায় হলত অর্।
1,rec_20_audio_48.wav,তারা কে একটে কটা এটি কার্টিয়ানেবেেব্যান্ড ভাটটি িআসাজাইন ঘরের এই রিঙ্গড়ার ফরাদুরগ্রম বলরতার ভডে এগিন বাজাযী ইতাভর বাজায়িনে অববুও কেষ্টোরা মিধে দিে ড্ুময়শি়আ তা দুবাজ়ে দঅরাজির লেগুই।
66,rec_20_audio_49.wav,<>
45,rec_20_audio_5.wav,আানিযেক জন্যহতৈনি সে এ জমিদারণায় সাবিডিজত হয়রিদেন আচ্ছে তার দার সায়াটারি ফৌরিং মিসের নামিয়নে দী থাফরেমআর পাপ্যাদয়ে গাড়িটিক গির জিগারিটি গড়ি উটি তাপুডায়য়ন নাম এ হালামির বাজতায় মিহানূর্বততা মিয়নের ফল ফুটলেগীত ফল ফুট লেেনরবের গেশ।
51,rec_20_audio_50.wav,তোহ আমমু হধ্দে কানা বলিমনা বৈয়নাপ্জাইমদেরি তযাফরে আরাজয অনুসআযাজা ইমদির জেবল আরো জনসাযত্যাসাঅ্যানসাইরডি়ে ফিসসুধি সাইদডি ফুরোজ যে একনাযস তগাছির হতকষুম বৈশ্ষি বয়ে আসৌডাব্যু হসযে দে় তেগই।
67,rec_20_audio_51.wav,<>
48,rec_20_audio_52.wav,মকুনমধ্যি কিয়াতব হ্যা একটি বিই লই লিরেরতহ ছেয়া এতেড়া হতকণ বৈশ্বিভাজের ভস্বো্চীর মরতর ছবিটবিটু লিস ট্েরিটি দ্বারুক দাদুরে বাজি ষ্টে টুলট হত দেশ্টে ড্্ মোডের।
58,rec_20_audio_53.wav,দাদু হত্বেয় এসটের উৎন্য বাজাথ দল্লাত এস্টে ডুরনমোড়ি তফরে এ গেগুই হরাব বাষাৎটলি সেগরি গিয়েগুলি হসেগরে যায়ানেনগেরড স্কুর ইশ্ব লীকশেগরে যায়ানে।
57,rec_20_audio_54.wav,পাশাকব ফৈ ফোংসসিয়েন বা আস জাহিদ্যি অ্যারালগর়থ গেটন্যা গিড্ন কুলের ফাজ হতভাই জেনকুলেতাগরের লাস্টে জমুদার ফঙ্গের জী ডিমিদার ফঙগরি হত্যে হয় দিকটানা জজগান কুলিডন আরাত অদশ্ত বাহিন্দিহ।
64,rec_20_audio_55.wav,এতাড়া মিসে আলিফ বিউটি ফাল্লরা মাহী শোয়েবেনমা ়ডিয়েতল্লাইটযে ভারেত গিয়েরে তারলাই গেয়াএটালেধদকে দল গেটটেড নৌ কুলের টেকেলে গের নকলের দে আ থাফোরের এ হতাফরের জমিদরভঙ্গী জমিদরায়ননে দজডা কুল দজ কলিয়নে গরত দিয়ে গড় দিয়ে নে।
54,rec_20_audio_56.wav,তারপরে মহিন বিএর তুল কোকাইন নিদে ই বযহন হাতযেম পিএর ইটেভয়ততুনবাজি এওক খুবগুলি এশিহানা টেইবিল টুন্কককগানিয়নের গহদমৈকটি হাদ।
63,rec_20_audio_57.wav,হাইয়ানে টাহ়ালাথি হাসের আহাতা হাস্টেম অনিজারগুলহদ্যাহবনদীন এরতন জ্যাককটক্নুানেবি্লাকচ্র হত্বে মনধিন্নহাস নেত িলে ধীততারফরে র হাযযানের টাফরগঙ্গেয়াগুমো তুমওড়ি ইতাহওার ফজ ফায়র।
59,rec_20_audio_58.wav,টিফারিয়নে সাঈদযি আজ শুলী গইন জের জটগিগুই ালার মধযে মাতাবাহন নিডিতজ অঠিগিন শু ব্যাসপ্যারনের্র দেশ ক্রুত্বনয়নে তার ফরে বা থায় বা থাইয়বা তায়নো কুষীনধগেগুষেত্ নায়ে নে।
56,rec_20_audio_59.wav,ব্যক গটনে এডা হয়ি ক্োলসিনিস জ্াংনেব্যাড গজনে হয়ায়নায় তাফরায় গরত গেগর়ত তুনাগর়গর জেগ সানাস্তহায় ছানা স্চাহায়েনে মোহিন যেষহয়তেন্যে করে।
14,rec_20_audio_6.wav,ফযায়য়ানের এডএ এরনামিডুকিয়ানা সাইদডিযম হালামোনিয়ান আলামুনিমায়নিয়ঙ্কাটাশ্িটা এটা এছাড়াম বিতাভাহত্যকরণ বেশ্বু নাস্তাদিআলইম দিগ নরুষ দিমুসাম্বি দিল আফেল দি
49,rec_20_audio_60.wav,পিতে হদ্যে গীনহাতন নেগীনহাগউ বেগিনহায়জন্য এগীন হাইয়ুম তাহয়ালার এক টোমাসাব আজিকি হৈরুমযক্তশাট এটি হদ ইতে হযাকে এখায়মিকেযা মকে একাননিকে একন হায়বাবার গ্ঞ়া সিঙ্গার আয় বোসিং্গারা় নিজেব সিঙ্গার ্ নামারর চক্রর ঠায় ব সকলে দেননি।
60,rec_20_audio_61.wav,ওবকইটানলে যে আমমু মাহযিমিক্লিমাযহিজজামে জরণ ব্ৃহীতাগরো ফ্ৈততিউষতিত্ছুনফৈত্রিবশ্ি ফত্ববরণা হব্যে আতুন ট্যাঙ্ক হরার ফা হওয়ারাফেট কমর আর বাজেগীন হয়তে হয়তে হয়তিক গিন সময়ে গেইিটেরতা ফু এহুলয়ােশ সুউতরায়েনে।
52,rec_20_audio_62.wav,এ তহার বাক্তমুজ্যা ফাদ্ডিয়াপমৈরোগাণেত্রমধদিায় প্রাততম জায়নানায় হত্যকোণে একগন্টয়লিয়গুইড়া হনো বাত্তমতু ব্যারণতেফলা স্টামলা একটা বণ্ডগড়ি দিকি তাফুর হদ্যকুলকুলহতাভর কই লেকুল এরা মো কযেরববে ড্য়ান মানামের জি।
50,rec_20_audio_63.wav,আফঐ তজে জন বৈযীতার বোক্কমারে গুম গেইগুঘুমত্ত নহরী হত্যেমুয়ায় তল ভায় তহিত নহম্মসলে জিশহি জিড্ডাসদেনামলীওবাজনম নুতুমারের জন্যহাল আরা ধীন হাইনলে মাঠে হাবেন।
53,rec_20_audio_64.wav,পাপা তুনমায়ের হা পাপ্পারে াপতামারিলে ও ভু উগ্জেতিকগিন গানলেওয়েভাহইযে তয়েরবািতযের্ উপনমিস্তান্মপনেনের অজ্জন্যকলো হত হত্তর্য হয়তারপরের হতা হ হতা হয়িে হয়েতে হয়তে হয়তে বাজিমোত গিয়ানয়।
68,rec_20_audio_65.wav,<>
55,rec_20_audio_66.wav,তাফর হয়েদের টিআদি বাল্লাই বিষ্ঠন্ডিষ্ট্যান্দিবাল ্লায়দমুনজনন দুনোমাসেয়া কন্িষ্ঠাযর উধ্যারে দীলাল্লেব্যাদেজ ভণি গৈত্তিগৈত্তি ফুরোয়ার এর গাটা বুরিফালেই একমাত্রে গাকমৈদ্যি বোমির এআঘারধ দেও আস।
62,rec_20_audio_67.wav,তাফরে লশ্ট্যের দিকে শচনে ফাঁসা দিয়ে পাল্লা ত উগ্গমায়ী হাদ দে বহারফ ওয়াফডি গিরিয়ে ফহরন মৈদ্ি হতাফোরায় জায়ানা সাইডদিম মহইিনফডি হিতাফরনেয় সিলানমাজিতাফা সিলিজা ভ্যাগকুনার চ্রিতাফলেনআরুগ্গমা মোয়াসাদে বযা আল্লা এবেয়ে।
65,rec_20_audio_68.wav,মসুকুবাদদিন মজিযোগার জন্ হসারতম অরিরেদ নসাদে তাফরের তার বাইয়ের বাসা়সিদুউড় বায়না ফোরর জাতদি়ে জাত দিয়নে ইটা লোয়েনুডটিউইডিয়নে এ।
39,rec_20_audio_7.wav,ফুযয়দিহয়ে এইচালাগা তারহনামণির বাষা গ্রাম়জ ভারা গণ্ড ন্তশবারা গুণ্ড ট্রামতোর এটারাপুতদুচমিসা আসাশে তারা ফারঙের পুরো আছে তয়তারেডে।
