External_ID,contents
rec_08_audio_7,এর লারাকে এক লোকের এটা একটা গরু ফলার মতো না নেতাকর্মিরা খ্যাতের মধ্যে টাল দেনা।
rec_08_audio_8,তাদের মধ্যে ক্রিকেট সব জয়কামতা করতেন নিকালানি।
rec_08_audio_9,কলা চালিকাদের করত করে নানান লারাকে জন্য লাগেনি সিবিসিবি সিরিজের পরে।
rec_09_audio_0,নাকি তুমি বানিহালের নাম গোবিন্দ যার নাম রুনা তুমি অনেক করতারুন।
rec_09_audio_1,মি পড়াশুনা করে রায়পুরা সরকারি কলেজে রায়পুরার ফুরা সরকারি কলেজ বা অনাথ স্থানিয়রা ভর্তি সমাজকর্ম ডিপার্টমেন্টে তুমি আমি এটা কলকাতাকে।
rec_09_audio_10,বাবা ফেসবুক সারাটা ফরাসি রেখা রাখে মন লাগে ফালিটা ভাল লাগে কিন্তু ফলাফলে কিছু কিছু মানুষ বাল্লা কেল্লা পুতামি কার গত।
rec_09_audio_11,কত জন্যে কিন্তু আমরা রায়পুর থানার মধ্যে আমাদের পলাশতলী গ্রাম রা খুবই সুন্দর খুবই ভালদিক দিনে সুবিধা জনকার কি মনে করে স্কুল কাছে আমাদের হাট বাজার করার থেকে বাজার কাছে।
rec_09_audio_12,প্রতিদিনের সবজি আমরা প্রতিদিন নানা খায় তার ফিরিলাম খুব ভাল রাগ ফলাফল লিভারের না কি কান্ডারি কান্ডারি।
rec_09_audio_13,আর আমার আব্বা আবার উনি উক্ত লাগালে দ্বারা যদি আমরা যাই তোমার পানি শৈশবে উক্তির পরা কোন বিষয়ত বারীরার উপিন্দর নেত্রাদির।
rec_09_audio_14,তার বিনোদনের মাধ্যম রায় সবচেয়ে রিমি মানুষের বিনোদনের মাধ্যমে সবাই আছে আমাদের বাড়ি আশপাশের সবার সাথে চলত লাগে বিনোদন লাগে কিন্তু আমার কাছে সবচেয়ে বেশি ভাল লাগে কি জানো বিরহের গান শুনত।
rec_09_audio_15,মনির খান মনির খানের গান আগে শুনতাম যে সুরাত থেকে সন্তানগণের খানের গানে নিলয়ের গাননি কাছে মরা গেছে যে।
rec_09_audio_16,খুব সুন্দর সুন্দর গান করে একটা গান সিলভা অনেক কোন কষ্ট না কিন্তু কষ্টে গান মিত্রে আমরা উক্ত আনি করা মানবেতিহাস করে নিজ ইলাস্টিসিটি।
rec_09_audio_17,ইন্ডিয়ার নাটক দেহ স্টার জলসা দেহজীবদেহিইন্টার টেন্ট বাংলাদেশী ইন্টারনেন্ট বাংলার মা মন সুন্দর দেহ জি বাংলা মদের মিঠাই দেয়া বাংলা নাটক অস্থির লাগে বাংলা নাটক এখনও দেহি।
rec_09_audio_18,আগাইয়া দেখলাম খুব সুন্দর একটা নাটক করার মধ্যে আঞ্চলিক ভাষা দিয়া সুন্দর একটা নাটক দুটি ভাইবোনের মধ্যে একই রকম সম্পর্ক।
rec_09_audio_19,একলা কি মাটি মারকির কয়েকদিন আগে দেশ সিরিয়ার পরে নাটকের মধ্যে সবচেয়েবেশি কালা করে বা লাগে নাটকের মরদেশ সবচেয়ে বেশি বাল্লা কে হচ্ছে।
rec_09_audio_2,এর একটা সিনিয়রদের ইউনিভার্সিটির বদিশে আঞ্চলিক ভাষা শুনিরেচলিক ভাষার একটি রেকর্ড করে দেওয়ার লোকজন একটি সফটওয়্যার তৈরি অনুমতি আছে নালাগুলিতে।
rec_09_audio_20,নামটা দশ সঠিক মনে না ফারহানের বেশি ভাল লাগে কিন্তু খুব সুন্দর লাগে তুমি কে একটা দিনের বোমার বিরহের গান সুন্তে ফারানা যতনা শেখা হওয়ার ।
rec_09_audio_21,আংকেল তুমি এ মকরাকারে অনেকে খালটিকে আঙ্কারাকে তিতিরের কালে খেতে দানকে লাইফের মাত্র এক বছরও হয়নি পাচশমাসুআমার জীবনে আসে।
rec_09_audio_22,এর আগে তিনতলার পরে মোটা চেনেন।
rec_09_audio_23,এর পরে চামিন্দা কোন সিক্রেট না গুজরাতের বার আমরা একটু বিনোদনের যদি পরে যাই আমরা তোমার ফলারের মধ্যে যদি যায়।
rec_09_audio_24,বা পরিকল্পনা বিষ্যতপরিকল্পনা দুই জানতে সাঁওতাল সমাজের মানুষের সেবা করার খুব ইচ্ছা এজন্য আমি সোসাইল ওয়ার্ক আরমিন সমাজকর্ম নিয়ে পড়াশোনা করতে।
rec_09_audio_25,আমার উপজেলার সমাজসেবক অফিসার ওয়ার খুবই ইচ্ছা তারা আমার রুম দ্বারা যাতে দেহ সবাই দোয়া করবার মালাগা যাতে ভালো একটা সমাজে একটা লাইনে ভালুকাকে পারি এলাকার মানুষের উন্নয়ন করতে পারি।
rec_09_audio_26,এটাই আমার কমার সাথে কথা করে থেকে অনুমান বোলিং রাখে জ্যামে একটি একটি প্রশ্ন করতে আমার বোলিংয়ে লাদেনে আমার বাংলাতে অনেক দিনের জমান ও কথাগুলা কিককারে একটা ধন্যবাদ অবশ্যই অনেক অনেক ধন্যবাদ।
rec_09_audio_27,এরপর পরিবার সম্পর্কে নানা জালে পরিবার যে কোনটা পলাশ করেস্থানীয় যান নেকটা।
rec_09_audio_28,তিনি তো বা এটি হচ্ছে নানীবাড়ির পরিবার যেখানে ছোটবেলা থেকে পর্যন্ত বিপাকে হচ্ছে মরজাল যেটা নিজের বাড়ি এখানে চারটা।
rec_09_audio_29,বর বরণের বি দিরাই পুরা থানার মধ্যেই চর্বি ইউনিয়নে বিয়ে দিচ্ছে আর আমি পড়াশোনা করতে সিমা ছোট বোন ড্রাইভার ক্লাস টেনে পরের অবস্থানগত দিক দিয়ে দিলারা বাকি সব কাজ করে এই আর কি বাড়িতে গরুর খামারের গরু হাঁসমুরগি।
rec_09_audio_3,অবশ্যই ভাললাগা শৈশব সম্পর্কে একটি নিতিমালার বামনা নিবে।
rec_09_audio_30,মার্কিন অনেক মজার মানুষ সিরাজকে অনেক সুন্দর করে কথা মানুষের অনেক সুন্দর হাসা মন ভাল করার এক ররিবার যদি আমরা নিজের এলাকা রাজা।
rec_09_audio_31,এ এলাকার উন্নয়নে মা সবার কি মনে করে আমরা এলাকার উন্নয়নের যদি করতে যাতে আমাদের এলাকায় সব ধরনের উন্নয়ন আছে আমাদের এলাকায় রাস্তা কার্ভালোকে রাজকর দলকে রামাকে।
rec_09_audio_32,এই রাস্তা ডারবানে করলে ভালো আয় আমরা কলেজ যাইত অনেক ধরনের সমস্যা ভয় গাড়ি চলতে অনেক বেশি একটা গাড়ি ও চলতেন স্বপন এই রাস্তাটি সমস্যা এরা জুটি তা আমাদের এলাকার আর বেশি উন্নয়নের দরকার এখন আমাদের স্কুল কলেজ প্রাইমারি ইন্টারকাট মাদ্রাসা।
rec_09_audio_33,আমরা সবচেয়ে দেবার গ্রামের মধ্যে আমার মন বাজারটার সব খাতগুলো আমরা প্রতিদিন করার কারণে বেশ।
rec_09_audio_34,আর নতুন নতুন সবজি পায় খুব সুন্দর দূরে আমরা এলাকার সবজি আনলে না কামরা এলাকার মানুষ অনেক ক্ষেত্রে আবার আমরা বেনেবেটি ফার্ম অনেক বেশি ফার্মে মুরগী আমরা কি না লাগে খুব কম।
rec_09_audio_35,বাইরে থেকে কে নামা নেজামীরা গ্রামে কিউবার গ্রাম খুব ভাল আছে মাজিগ্রামে কনভার্টার কেম্পে আমরা একটু জেলার সম্পর্কে জুলানি প্রতিনিয়ত করে সিটি।
rec_09_audio_36,এর মধ্যে আমার খুব কম বাড়িতে বামদিকে তার কে সম্পর্কে আমার বেশি একটা ধারণা না নরেনদজেলারা দেখতে খুবই সুন্দর কিন্তু কি তানসেন জেলার মধ্যে যে আমাদের যে ইংরিজি রেলস্টেশনটা।
rec_09_audio_37,এটা অবস্থা খুবই সূচ নিয়ে কাটানো স্টেশনে লারমা চলে গুলিটা স্টেশনে বিশ্ববাপী কখন বা যে বাররেরা থেকে যাতায়াতের লেগে সবচেয়ে ভালো মাধ্যম উচ্ছে রেল লাইন।
rec_09_audio_38,এটা লকারের মধ্যে যাইতে পারে আমাদের টাকা কম লাগে আমরা সঞ্জিদা গেলে আমাদের আশা সদস্য টাকা কারি বারাকা ছাত্রীর পক্ষে কোটা দেরি বার কতকাল গাড়ি গেলে আমরা গাড়ি ভাড়া লাগে না।
rec_09_audio_39,মানে সময়ের মা জামারায় খুব অল্প সময় রাজাকার কথা যদি জানতে ছাড়া আমি যদি আমার ধারণা যে অন্যান্য জেলা সবচেয়ে বেশি কলেজে আমাদের নরসিংদি।
rec_09_audio_4,নানীবাড়ির প্রাইমারি স্কুল পাতার রাজনের স্কুলে নেসি পাস করে নরকটিকে মডেল কলেজ থেকে পাস করলাম এমন রায়পুরা সরকারি কলেজে না স্পর্সের।
rec_09_audio_40,ব্রাহ্মণদের একটা ফ্ল্যাট ফাইলের মধ্যে অনেক কলেজে একটা হাট ব্রাহ্মণদের কানকানি কলেজগুলির নাম বা দিয়ে আইডিএলসি মডেল পাবলিক।
rec_09_audio_41,বিজ্ঞানে আর সবচেয়ে বড় কথা আমাদের নরসিংদীর মধ্যে যেটা সবচেয়ে মনে জানাশোনার মধ্যে এসেছে কাদির মোল্লা সিটি করে পালরাজাদের দ্বিতীয় দ্বিতীয় নামের টানে প্লাস বা পড়াশোনার মান।
rec_09_audio_42,সানির মধ্যে মনে কর মানুষের কর্মসংস্থান কাদির মূল্যের মেসে অনেক রম্যান্সের মধ্যে মানুষ কাজ করে জীবিকা অর্জন করা মানুষ কিমের দেশের যে অর্থনীতি সবচেয়ে বেশি।
rec_09_audio_43,কনট্রিবিউট করে পোশাক শিল্প শাক শিল্প নারী পোশাক শিল্পের মেকসিকানের কাকিমাদের সেন অনেক তাতে তাঁত শিল্প আছে পর কথা বিনা পাশের বাড়ির ।
rec_09_audio_44,গ্রামের মহিলারা তা করে অনেক টাকা রোজ সাবরিরা চা পাঁচশটাকা আকতারের সাবলম্বী নিজের কর নিজে করতে সেমির পড়াশোনার খরচ দিতে আমাদের দিক গ্রামকে আমরা কিন্তু কি বা হাসমি গরু সকল এটিও খুব ভালো করা।
rec_09_audio_45,আছে তোমার একটা প্রশ্ন করে মার্কি আঞ্চলিক ভাষার কোন দ্বিধা দন্দ কাজ করে না কখনোই নিজে যে পড়াশোনা করে ভালো বালু স্টুডেন্টের সাথে অন্যতম আন স্টুডেন্টের সাথে অন্যান্য জেলার স্টুডেন্ড সেন দিতে।
rec_09_audio_46,মনে নোয়াখালীতে সিন তারপর কুমিল্লার অনেকগুলা মানে দূর দূরান্তে তার সাথে মনে করে আমার আঞ্চলিক ভাষায় কথা বলেন আমার কাছে খুব বালা গেন্ডার ঐতিহ্য সারা আমার রক্তে মিশা জেটের সাদা ছিল।
rec_09_audio_47,পড়াশোনা করে বড় ভবিষ্যতে বড় চাকরি করি কিন্তু নিজের যা আঞ্চলিক যে একটা ভাষা নিজের একটা সংস্কৃতি যেন রক্তে মেটাবে সবকিছু বিলুপ্ত যাবে কিন্তু আমাদের আঞ্চলিক ভাষা।
rec_09_audio_48,অনেক বাচ্চা কাছের মধ্যে কুয়ান বদলাতে বদলাতে কারণ ওরা বদল অনেক মাত্র কারণ মনে কর যে কিন্টার গাডেন আর সময়ের সাথে সাথে ভাষাবদলের সবচেয়ে পথ।
rec_09_audio_49,আছে এবার আমরা যদি আমরা জেলার জালমিকে করেনি আছে প্রচুর প্রচুর আমাদের গ্রামে থাহি রায়পুরা থানার মধ্যে মনে কর ফলাতে ইউনিয়ন রাজ্যে।
rec_09_audio_5,ফলাফলে থাকে এমন নানি বে থেকে বড় এমন এমন শৈশব সব কিছু পলাশতলী সরকারি স্কুলে তার রাস্তাখান রিটেন আরহান কয়েকটা ফিলার দিন নতুন নতুন রং করনটিনে।
rec_09_audio_50,আমরা ইউনিয়নে সাইড কমিউনিটি ক্লিনিক আছে আমরা কি দল উপজেলা স্বাস্থ্য কমপ্লেক্স বাড়ির কারা এটা কিন্তু কয়েকদিন আগে এমএসবি নিয়োগ অনেক মিমি চাকরি।
rec_09_audio_51,লাকসাম কমিউনে ক্লিনিকের মধ্যে আমরা যাই এলাকার গরিব মানুষ রাষে ওষুধ বিতরণ করে আর সি অনেকগুলা ভাল উদ্যোগের মধ্যে সাগর।
rec_09_audio_52,অনেক উদ্যোগ রাশু ও মৃত্যুকে অনেক কিছু অনেকে টাকা লাগে মনে করে দূরে জাগানো কিন্তু কমিউনিটি নিকবরের কাছে বিধায়ক লামারচক কর্তার বিভিন্ন ধরনে যেমন আইনকে সিয়াম জেসুদাস।
rec_09_audio_53,এগুলো গর্ভকালীন বস্তা খাওয়া খুবই ভালো গুমড়া ফ্রিতে রেদিয় টাকা ভিসা লাগে না বাংলাদেশ সরকার এটা খুব ভাল ভাল করে অবশ্যই মাঝে নাকিছু শবর বা না কিছু খারাপ দিক অবশ্যই থাকে।
rec_09_audio_54,ভালো খারাপ মিলে এই মনে করে নিলেন ক্ষমতা নাই তার কিছু ভাইটাল নরকার ঠিক আছে একজন সরকার প্রধান দেশের জনগণের কথা আবেদন।
rec_09_audio_55,সে পরিবার টাকার এরপর আমরা যদি এবার আমরা কীরকম তোমার বাজার এটাতাদের সম্পর্কে।
rec_09_audio_56,মারকারি তুমি কাল মরে একবার সালামির মার্কারি তোমার সালামি তারি নাদের দিন তুমি ব্যস্ততায় নিজের তে রান্নাবান্না কর।
rec_09_audio_57,আর দূরে কাজ করে মা দশটাকা সালিকা দিরহাম দশ টাকা সালামি দিতে রবিন কপালে।
rec_09_audio_58,তা খেলা তার জের কানেকটরের তুমি যার সবার নতুন জামকান্দি।
rec_09_audio_59,সবাই অনেক খুশি বর্ষার আবার আমার বরের বরের বারীরা সুরমান সমবায়ের দেওয়া আর মিলে সবার নেই।
rec_09_audio_6,দুধটা আয়াকান্নু রাখতেন টাইমার পারকারদের ছোটবেলাটা অনেক আনন্দের অনেক বালা মালাগা তোমার একটা সোভিয়েতের কছে।
rec_09_audio_60,দা সম্পর্কে যদি করে তার মা জন্মসাল অনেক বেলা কে আমার কিন্তু অনেক সালাম দশটি দেয়ার মানুষ নেরিকিরি যেতে বরিবারের মানুষ পরে দেখার এটি।
rec_09_audio_61,কিন্তু কে হাতার রাকিনের পরের দিনই তামাকটি বাহিনী যে আমার দশ তার টাকা দিতে দুই দিন আগে সালামি নির্দেশে দেখ দিন আগে জাকাদের দিন দশ দশ সম্ভাবনা ইদের দিন আমি কেকটাকে দেওয়ার মতো টাকা নেই।
rec_09_audio_62,শ্যাকরাইল কিরিবাটি হায়দুনা যদি জানতে চাওয়া নন্দ তালে মনে করা যে শুরু বেলা যে গুলেন মজার সিলসিলার দশটি ফাস্ট জমজমাট।
rec_09_audio_63,পুতুল কিন্ত ঠুলি কিনতাম একটা মাটির ব্যাংক কিনারায় কিজানি সরকিন সবচেয়ে বেশি আহমাদন চুরি রিজেকের গদির আলনা রানু কালে অনেক সুন্দর বেওয়া আছে।
rec_09_audio_64,অন্য না কর রকারদের মেলার ম্যাসোনিক মরার জানেননা আগের দিনের মেলা সিরিয়ার।
rec_09_audio_65,ফলে সবার জাতিকারা কিতাবের কয়েকদিন আগে বিশ্বকাপ কিনতে মজার একটা কাহিনি শিরক সম্পর্কে এক।
rec_09_audio_66,সুরা নিবিরা বিশ্বকাপ মনের জমি যখন থেকে খেলা বুজি তখন থেকে আমি আর্জেন্টিনার সাপোর্ট কেরালা মেসির মেসির বাংলা কিন্তু মাস ইচ্ছে বেশি বাল্লা গ্রামের কাছে ব্রাজিলের নিমার হাসেকে খুব ভাল লাগে।
rec_09_audio_67,আর মোবাইলে কর আমি নেইমারের ছবির সিনেমার হাসির বিভিন্ন ভিডিও তাদের খেলার দিকে মতে আর্জেন্টিনা বা লাগে আমার দল পাস করার পরে মনে কর একটা বান্দবি সালমা না স্বামী দুবাইয়ে।
rec_09_audio_68,মানে উনি আর্জেন্টিনাকে পাস করে পরে আমরা দুইজনে রেস্ট্রভস্কি নিয়ে যেকোনটি তোমার ফাইনালে লুমিয়া।
rec_09_audio_69,আর কত কত ছিননি আঞ্চলিক ভাষা মনে কাটলারের আঞ্চলিক ভাষা আসলে অনেক কিছু জানি সীমানা হয়ে কয়েকটা আঞ্চলিক ভাষা উদ্ঘাটন করে সেটি কুমার আমি কসুর করা রেখা।
rec_09_audio_7,সেনসেটিভ একটা লাল কালার সারিন্দা সরিরে পাড়ার মামিদুল একটা গ্রুপ ফিসারিতে।
rec_09_audio_70,এই বালকদিগের মা খালারা লাগোয়া সবচেয়ে মজার বিষয় জানা নরশ্রেণীর আঞ্চলিক ভাষায়।
rec_09_audio_71,দিনের কিমের বসরি সাততলার বালা তেলের কিজানি কবরে বিদ্যামান নামরা একটা সারা সিনারিটি ফরাসি ফরাসি পরেন্ট।
rec_09_audio_72,তার বাড়ি সামারি স্কুল লিকারের ছুটির ঢাকা থেকে বাদ সমবায়িরা নরমালভাবে সব সাঞ্চি বাসেতকে তোরাই ফোটা কলেরা খালি করত।
rec_09_audio_73,এই সব কিছু যাত্রার ফাকা টোকায় ফালাকাটা অনেক বিমাতাকে বার্সা অনেক ভরতি ক্রুজারের মাতার উপর যাবে না তার ভিতর দিয়ে যাবে।
rec_09_audio_74,সারিকার করামাত্র ফ্রেন্ড নাকি আঞ্চলিক ভাষার করে।
rec_09_audio_75,এর পর সে তোমার করা সম্পর্কে কুযাশার শুনা করা একজন বরবরা হতে পারি যে রকমই হোক একটা সমাজসেবক অফিসারের পদে একটা চাকরি করতে চাই যাতে আমি এলাকার মানুষের গরিবরা কিছু সাহায্য করতে পারি যে আমি একটা গরিব পরিবার ।
rec_09_audio_76,আমি চাই কি মিলনী নামডাকের বাড়ি তার বেপারিবাড়ির দাবি।
rec_09_audio_77,উক্ত আনে মাসানের বলাটা দায়রা প্রিয় খাবার টা সম্পর্কে জানতাম থাকে আমার সবচেয়ে প্রিয় খাবার রয়েছে বিরান কানে ধরনের কাছে চিকেন।
rec_09_audio_78,বা যে কোন বিরানী গরুর মাংশের কৌরু কলি যার মুরগির দেশী মুরগি বয়লার মুরগি জাক ও বিরানি খান এবার মিতার শুরু করা বিরানির তার নাকি হামরাকারী এবার শেষ বাড়িতে গিয়া প্রথম আমি বিরানী রান্না করছি।
rec_09_audio_79,খাতের অনেক মিনতি আমাদের মেয়েরা টেস্ট করছে কিন্তু ফল সাইলা শক্তিতে বালকরা সমস্যা না ইটালির সাহিত্যপাতা মানুষ মনের খেয়ালে নরেশ।
rec_09_audio_8,সবাই মিল্লা নলজানির জানি কে টাকা রাজেন অনেক জনমানসে।
rec_09_audio_80,নারকেল পরে তোমার বিয়ের বাদিতার নামের হল করা কান্দি বা তোমার।
rec_09_audio_81,শ্রম পরিবার তাতে যদিও রাখির কুরসিটাতে আমি যেভাবে রাজিনের আমি জানে রানা মিমি।
rec_09_audio_82,মাটির মধ্যে রান্না গানের একটা পাতিল বাইরে তেলপিড়া আরকি রসুনবাটা দেয়াটাই দিয়া গরুর যে গুস্তাদ দিয়া মানে ভালো করে এক টুকায়।
rec_09_audio_83,বস্তুর একটু নরম করলাম মনে নরম করার ফলে চাল দুই কেজি সাবিরা নিকট সমাজের মাংস দিয়ালা ফুলা সালটা দিলাম কিন্তু সবচেয়ে বড় সমস্যার কি করছে যা পানি দিসনা পানি।
rec_09_audio_84,অনেক গরম পানি দিলে গাছে গরম পানি করাটাকে মনে না জন্য বিরাসার শক্তিকেন্দ্র সবাই প্রশংসা সাথে সালাত কাদামাটিতে খেলা পাশে।
rec_09_audio_85,কদিন রান্না করা মা রেখা দিকে সাথে।
rec_09_audio_86,তোমার কোন দিনাঙ্কের দামের জামবাটি মনেকরি কিদামের বিয়াশাদির বাটারক্রব্যক্তি মন্দিরটা বালা একটা নাম দিছে খিলান।
rec_09_audio_87,সাত ছাড়া পাতিয়ালার দিন সাতটি বিজ্ঞানইসলামহিন্দুখশি তমিস্রা কি না মারে।
rec_09_audio_88,সে ছাড়া ঘটে জীবন স্নানাদি সাদিয়াদের সূর্যের যেতে আর সূর্যের লেলিনকে কেমিকাল তারাকান্দি কপিটি করে দিকটাতে।
rec_09_audio_89,বহত পুরের মিসার একটা গল্প করে বিবেকান্দ কাসেমের একটা ছাড়া রেখার করা দিকেতে মেয়েরা কেরিয়ারকে।
rec_09_audio_9,আমি গলা মামার খালিসার সামিদুরাই বাবা আরেরে মোবাইলটি ফেলাটা বাবা মনে কোলাসুরকে আসিব।
rec_09_audio_90,পরে মত জানি না পারব রয়েছে মেয়ের জীবনের শেষ কান্দার এরা একবার কাইন্দা আর ইরিসের জীবনের শেষ হাসি কে করা হয়েছে অনুসর্গটি করাত্তির সাবিকা রাখ।
rec_09_audio_91,তবে লারার সম্পূর্ণ কাজ ডামি সম্পূর্ণ করা দেরিতে দিয়েছেন।
rec_09_audio_92,আমরা কি বাংলা সিনেমা কোন আর একটা ঘটক নাটক আছেন ফানিশ্বর তাজিন্দরের।
rec_09_audio_93,অনেক বিনোদন যে কোন বারের কালকেতা বার আমরা টাস্ট করে মালের সামিনা করে আদাঘন্টা মিনিট করে।
rec_09_audio_94,আমি সাইকে তরণ করেন বানরসেনা আঞ্চলিক বা সেকথা বাংলাকে সব সমরেশকে আমনের নরেন্দ্র শাসনের পাবনার বালাককে খুব বল।
rec_09_audio_95,সেন্ট কর এরপর কাজের আগে আমরা খুব পানামা খুব বারাসাত।
rec_10_audio_0,রানে নাকি করা ইসির গ্রামের বেশিরভাগ মেলায় কিনবে একটা কাজ করেন শিকাটিয়া।
rec_10_audio_1,টের এর মধ্যে যারা নিজ বম্বে রয়েছে টি করে মরা এলাকাটিতে কিছু ডানা আর সেলাই কাজ করে মনে মনে সারা কাজ করতে নামা খুব সুন্দর জামা কাপলবন নয়।
rec_10_audio_10,কতটি তুলে ভালাকের কতা হোনে কাপুর বানানীর লেকেন কাফুরা পুরানো পুরানো করা করে মেশিনটি পরে পেসার।
rec_10_audio_11,অত গরগর মেশিন কমই পরে আগের মত বেশি নামে আমাদের খুব সুন্দর ডিজাইন করে কুরবানির কে আজ যা জানে কেপায়েত ডিজাইন কেনে।
rec_10_audio_12,দিন তাদেরকে আরেকটা পারাইয়া করতেই করা আরেকটা মাতা বিচারক সুন্দর মানে একটা দেখে এটা ডিবির মডেল করণ যাপনের অবসর সময় কী করে।
rec_10_audio_13,নমস্তে ছড়া ঘুমায় করমি লাটিনে একডামিক ইমনকে আমরা বাড়িতে।
rec_10_audio_14,এ রুলের রুনা খালার লোক মানুষ সকলিকা ঘটনাকালে দিনার করে তা কৃমি আর একটা পুদিনা সামাদিন দিতে সভাপতি করা মুসলমান।
rec_10_audio_15,লেডিস মশা মনে বিরাটের আমরা শেষ করলেন যদি আমরা মুরগির সালাহকে তামিমরা বাড়িতে কিন্তু।
rec_10_audio_16,মানসিং দিতে অনেক গার্মের সাথে অনেক বালাটা পোশাক শিল্প ইয়াসিন বাইএর পরে আমার চাকমারা গারোরা কাহুটা ও হরিতাকমারারিয় টিয়াকাহোসা।
rec_10_audio_17,ছন্দা আমাতে পার বারলাকে আমরা রবিমান পাহারার হার নেমার না কাটা কুরানে বাড়ির করে লইতে আসে না।
rec_10_audio_18,লোডশেডিংয়ে দিল্যান কুশিলবরা নিতান্ত বিল ভাইরা যাতে সোয়া কত।
rec_10_audio_19,থাক বা বেনে বাসটি আদি উল্লেখ বেছে কি কর আরিতার বন্য কোন যে বার্তা দিনের দিন কারণ থাকত একটা কথা আইলাতে বেশি জাগা কারেন দি।
rec_10_audio_2,আমরা কত শিকেটা খেলা মিশর মা পাখির কাছ থেকে শিখতে কোন ভাবে মোমেন কি শিক্ষা নমনিয়া ফায়ার।
rec_10_audio_20,কারণ বিরামনগরেই তুলে আনার অনেকগুলা।
rec_10_audio_3,ওর মা সবাই যারা পোশাক যাতে বনায়নের বাহনে শিরার কাজ করে না এটা অদ্ভুত না একটা সুতা কাপুরের।
rec_10_audio_4,কাইটা আবার নতুন করে সেলাই করে নতুন একটা রূপ দেওয়া সুন্দর আনুষদের কায়া সন্দক হোসুন্দরকৈডা বানায়া মিলে আরো কত্ত সুন্দর লাগে একটা মানুষের সুন্দর করে ফুরকান।
rec_10_audio_5,কাজ করে কাকিরাবচেয়ে বেশিটা দরকার করেছেন বেশি দরকার।
rec_10_audio_6,মানুষের নিয়মবালাই মা হারা কি কার বলেন যে আমরা একটা কাফুর অনেক কাফুরের সালে কত নেকামি।
rec_10_audio_7,সন্ত্রাস কি করবেন সারা পিকাচুর চা দুবার।
rec_10_audio_8,বেলভিডিগ্রামের মহিলারা আরেকটা স্বাবলম্বী রয়েছে আশ মুরগি ডিম বাসা আশমুরগিবেছানা বছরের শেষে একটা গরু বেচা।
rec_10_audio_9,মুখে ফলে সুখী ফলনের দ্বারা বৈরি কার্যকর্তাকে সনদবিক্রির।
rec_10_small_audio_0,আমনার য়ারা বিজাতীয় দমনে।
rec_11_audio_0,কাকিমা আমার নাম কি সিনার বয়সটা কাকুর।
rec_11_audio_1,হালকা করে চাকা কিন্তু কাকিমা অনেক পরিবারটি অনেক সুন্দর করে থামাতে নামের অনেক এক ধ্যানে কেউ অনেকটা দেন।
rec_11_audio_10,গত সন্ধেয় করা সিনে একবার ডাক মশারির বাইরে পরিদর্শনের।
rec_11_audio_11,আমার সম্পর্কে যত একটি নত্বা সৃতি বিমান নরিনা পা কারন লাখ যে দুই বার কুরাডিনের।
rec_11_audio_12,পুষ্টকায় দুরো হরাঙ্গুলকাটনচি আবার মনে পাওয়ার আরকানিদের জন্মগত তারা তালা ঘরটি নে।
rec_11_audio_13,শেষ বয়সে টুনি খাইলে নাতি কন্ডিশনটি মনে অনেক বিস্তার মতে গরাগরি করার সরকারি হুট ডিপারমেন্ট নানা সেবা যত্ন করতে করতে করছুলখানাথইরা তিন বাংলাদেশে।
rec_11_audio_14,বুরারি জোরালো ডাক করা বকলমাতেই ভৈরবে হাসি খন্নার কবিরা সব দিন ভালো উৎস।
rec_11_audio_15,কিতাবের যদি আমার কাহিনী মে ফিরাইয়া কিজানি পরে পছন্দে ফরাক করছিলেন।
rec_11_audio_16,পরে আর পরীক্ষাদি তার সাতেসরী টিকটিকিরা দি তার সিনেনগর মনসদে দূর কথা ফিকহের বছর দর দিতে লাবিয়া হয়ে গেছে ।
rec_11_audio_17,এরপর মনে যদি কোন কথা করতেন সেনকে নারানকরা কত জামার মরমি অন্য অনেক লটকর না কার কার করা খায়া লা পড়ালেখা রাখা কায়রানকে করা।
rec_11_audio_18,তারেকের খায়া লাইনে তার নিলামে আমি আঙ্গারী আমরা দাদারে যাইতেন গাড়ি করে লারামি আইটি।
rec_11_audio_19,রায়পুরার মানুষ এবং মারেফাতের বিমানে আরে না নেতরা হাসেমের রাজা নাটকত কেমনে নামক করলো করে লয়ে যেত দুটি গান না তো।
rec_11_audio_2,এ কথা বিমানের ইউনিভার্সিটির একটা কাজের লেক্রোক্সের কেন্দিদেট স্টোরের দানা।
rec_11_audio_20,মানে নাজরানের সভা করে রেডি করা পর বাকেরের গোড়াউনে যানবাহন বেশ লেমন একদিন।
rec_11_audio_21,উনি কেরালা করা করে আইন পটনার কলার কাটল হওয়া দায়রা দেখবেন ঠু করা গাড়িতে ঠেস করে গেছে।
rec_11_audio_22,নিজের টকালের বাগান আছে শুরুতে খানা না কি আমরা ফিলিমমেকার না কামনার বিতস্তা কাছে।
rec_11_audio_23,শ্রাতাদের বাতাসিয়ার রফিকদার নাম সনিতে ডাইনে তিরস্কিত কি না।
rec_11_audio_24,আমি বিনা মনে মনে স্তনদান রানা দে আমার অনেক সুন্দর আমার সবচেয়ে প্রিয় খাবার কি মুরগি বয়লার মুরগি দেশিকান।
rec_11_audio_25,এটি তানে লেদার উদাখালি ফলটি মুরগিওয়ালা রাফালে মুরগিটি অনেক শৌখিন উক্তানি পা নির্মিত ময়লা ফলক।
